StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q67,Q73,Q30,Q31,Q68,Q33,Q34,Q21_1,Q21_2,Q21_3,Q21_4,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,self_1,self_2,self_3,self_4,age,gender,race,Q36,Q36,workerId,condition
2022-02-13 13:31:27,2022-02-13 13:35:26,0,69.207.21.180,100,238,1,2022-02-13 13:35:27,R_2vYrjGLAHvttCpf,,,,,42.77130126953125,-78.60590362548828125,anonymous,EN,A1HKY2VIN9UFZN,,"I worked on a project to bring members of the community together. I did this so they could have a voice in how different projects could be done. ",5,5,"Came together to share ideas. Those ideas turned into group actions to get a result. ",1,4,3,3,6,6,12,12,12,12,14,14,15,12,12,11,12,14,14,2,1,1,5,34,1,1,4,,A1HKY2VIN9UFZN,cooperative
2022-02-13 13:31:04,2022-02-13 13:35:48,0,162.196.176.250,100,283,1,2022-02-13 13:35:49,R_2P6DqtVqJ23LZsy,,,,,34.235992431640625,-118.52349853515625,anonymous,EN,A3EYRDEQ7CXUMN,"Last month I applied for a promotion internally at my company. I know there were at least 3 internal candidates and some external. It was tough competition as I know the internal candidates. I saw them trying to impress my manager so that they would have a good chance. It was obvious and caused some tension between us. ",,5,5,"They were cold and distant from me, as they knew I had a good chance of getting the promotion. They were also sucking up to my manager which did not help. ",5,1,5,4,4,4,11,13,11,12,13,13,15,13,12,11,12,14,14,4,3,3,3,52,1,8,4,thank you,A3EYRDEQ7CXUMN,competitive
2022-02-13 13:32:45,2022-02-13 13:36:01,0,69.206.47.28,100,196,1,2022-02-13 13:36:02,R_1QcNKrL0FkqTIIy,,,,,41.9698028564453125,-74.0677032470703125,anonymous,EN,A2QCB96TE21YEZ,"When there was a period of instability and upheaval at one my clients' businesses, it felt competitive. In-house people and consultants like myself were all trying to position themselves as ""one of the good ones"" while positioning the others as incompetent and solely responsible for the systemic things that were happening.",,5,5,"Throwing other people under the bus, taking on too much responsibility in work assignments instead of collaborating.",5,1,5,5,5,6,12,12,12,12,15,14,15,13,11,11,12,15,14,4,3,2,4,37,1,1,4,,A2QCB96TE21YEZ,competitive
2022-02-13 13:31:10,2022-02-13 13:36:13,0,70.187.7.232,100,303,1,2022-02-13 13:36:14,R_3ELl7NoqIvIvlfb,,,,,41.21319580078125,-96.16680145263671875,anonymous,EN,A13KVTQ97TZ1PO,"I was competing in a half-Ironman triathlon.  It was not a team but an individual event.  While there is always a spirit of comradery at these events, there are still age-group awards to be had and personal bests to be achieved.",,5,5,"Basically athletes try to get ahead of others.  This might include swimming, biking, or running around each other politely, but it could also include swimming OVER another person and things of this nature.",4,1,2,3,6,7,11,11,11,11,14,14,15,11,11,11,11,15,15,2,1,1,5,54,1,1,4,,A13KVTQ97TZ1PO,competitive
2022-02-13 13:32:04,2022-02-13 13:36:13,0,99.8.87.116,100,249,1,2022-02-13 13:36:14,R_By6oF9hjibYEiRP,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,A322RX459EJWPW,The most competitive situation I've been in in the last 12 months was I was working with one other person on a machine learning model and app for my job. It was a situation I created myself because I was imagining that I really needed to prove myself to my department head and also complete the task on time so I really was trying to take on most of the work.,,3,1,I was trying to take on more of the project so I could show how hard working I was instead of splitting the work evenly.,3,1,1,1,7,7,12,12,12,12,14,14,15,11,12,11,12,15,15,4,4,4,5,30,2,4,6,,A322RX459EJWPW,competitive
2022-02-13 13:29:33,2022-02-13 13:36:34,0,172.58.157.204,100,421,1,2022-02-13 13:36:35,R_r3HgQydUChCCK0F,,,,,35.231597900390625,-80.84279632568359375,anonymous,EN,A1DDY2N2OYOL2V,,"The most cooperative situation I have encountered in the past 12 months were the floods in Germany. During the aftermath - and even during the actual occurrence - all parts of society worked to offset the drastic impact the floods had on communities and singular lives of all involved. This collaboration showed the very best in human spirit where nobody asked why they should help...instead just jumped in with both feet and supported the effort to prevent entire livelihoods from being swallowed up. I was involved in this situation for almost 5 weeks until I had to return to the U.S.   ",5,5,"Everyone bailed water, organized food, created sand sack dams to prevent water flowing back into cities. In the aftermath, the helpers were engaged in clearing out debris and cleaning homes and streets after the floods had started to recede. ",1,4,4,4,6,6,12,11,12,12,13,13,15,12,12,12,12,13,13,3,3,2,2,62,1,1,5,,A1DDY2N2OYOL2V,cooperative
2022-02-13 13:33:32,2022-02-13 13:36:39,0,73.36.248.139,100,186,1,2022-02-13 13:36:39,R_28B8GSg55kqSHq3,,,,,42.161407470703125,-87.96600341796875,anonymous,EN,A2NDFI1UO0JNRB,,"My coworkers and I were talking about implementing some new procedures for our department.  We had to cooperate as to who would do what, and how it would be done.  We also went back and forth on how we could improve our original idea, ultimately to come up with an efficient and effective plan.",4,5,We all gave our opinions and ideas and discussed them together.  We were willing to listen to others' feedback rather than simply go with our own.,2,4,5,5,5,6,11,11,12,12,13,14,15,12,11,11,11,14,14,3,2,2,4,32,1,1,4,Thank you!,A2NDFI1UO0JNRB,cooperative
2022-02-13 13:32:48,2022-02-13 13:37:28,0,157.131.119.85,100,279,1,2022-02-13 13:37:28,R_sL6fLtz8FYifI1r,,,,,37.756195068359375,-122.486602783203125,anonymous,EN,AUVWQ8YDHY3MX,,It was with family during Christmas. During this time we all work together making dinner and it was a great experience. It always is,5,5,Working together to have a good dinner,1,4,5,5,4,7,13,11,11,11,11,13,15,11,14,11,11,14,14,3,3,3,3,27,4,1,3,,AUVWQ8YDHY3MX,cooperative
2022-02-13 13:30:19,2022-02-13 13:37:34,0,24.92.132.112,100,434,1,2022-02-13 13:37:34,R_27WIexnibzEoZ9H,,,,,40.0233001708984375,-83.08589935302734375,anonymous,EN,A3KZQPEKQ64ASL,,A couple of friends and I removed the snow off an elderly neighbor's driveway and path to the front door. Her relatives usually did it but where not able to this year; so we offered to take care of it for her.,4,4,Helping an elderly person with a physically demanding chore. We shoveled snow and sprinkled some salt to prevent ice.,1,4,4,5,4,4,13,11,12,12,13,13,15,12,11,11,12,13,13,4,3,2,4,33,1,1,4,,A3KZQPEKQ64ASL,cooperative
2022-02-13 13:33:01,2022-02-13 13:37:45,0,73.190.162.77,100,283,1,2022-02-13 13:37:45,R_2By4kGO2nL3FOhX,,,,,35.9875030517578125,-84.11679840087890625,anonymous,EN,A3124SRR191UIL,,"When I was a store manager we had a visit coming up from all the directors in the area. My team and I got together, made a plan to get the store looking it's best, and each worked to get it looking good.",4,4,"They took direction well and did what they needed to do. ",1,4,2,2,7,7,11,12,11,12,14,15,15,11,12,11,12,15,15,2,2,1,5,31,2,1,4,,A3124SRR191UIL,cooperative
2022-02-13 13:31:47,2022-02-13 13:37:50,0,65.29.154.165,100,363,1,2022-02-13 13:37:51,R_2YsxAAEr3tykRHn,,,,,43.1475067138671875,-87.904998779296875,anonymous,EN,A2KWCQK2UEW3YB,,"I collaborated with a company on moving artificial ice cross country for  customer of mine.  The shipper ,  trucker and final user as well as myself co-ordinated everything very well in getting the move made in the quickest and most cost effective manner. ",5,5,Each person had the knowledge and patience to understand the problems and limitations of the others.,1,4,2,2,5,6,11,11,11,11,14,15,15,11,11,11,11,15,15,1,1,1,4,65,1,1,3,none,A2KWCQK2UEW3YB,cooperative
2022-02-13 13:28:14,2022-02-13 13:37:54,0,71.207.135.82,100,580,1,2022-02-13 13:37:54,R_1pQ2lbG9f3ZXkdm,,,,,37.5536956787109375,-77.46019744873046875,anonymous,EN,A1HI3IYQNISJOZ,,"I helped a friend move, which took much less time than one would normally expect due to the extraordinarily good coordination between multiple people with trucks and a reasonable division of labor of several other people based mainly on physical strength.",5,4,"essentially, it was like an assembly line; instead of one person moving a piece of furniture from its original location to its final location, it was moved in many intermediate steps by different people, with the overall, shared goal of maximum efficiency",1,4,5,3,2,7,12,11,12,12,14,15,15,13,13,12,13,15,14,2,2,2,4,50,1,1,4,,A1HI3IYQNISJOZ,cooperative
2022-02-13 13:32:06,2022-02-13 13:38:31,0,67.181.104.207,100,385,1,2022-02-13 13:38:31,R_r1nBWzsRI5wr2i5,,,,,37.978607177734375,-121.314697265625,anonymous,EN,A3VU6TJGQUVYWR,,"During my last semester more often than not would my dedicated group of friends attending the same classes as me would band together for study guides or quiz answers. It was an efficient system, but not all of us took up the same scores or grades. Few managed to not have a passing grade at all. Thankfully I had put in the work and overall benefitted from this organization.",5,4,"If we had a question or were confused on a concept we would put our queries into our group chat. ",1,4,2,5,3,6,12,11,12,12,15,15,15,14,12,12,12,14,14,1,2,2,4,46,2,4,3,,A3VU6TJGQUVYWR,cooperative
2022-02-13 13:29:08,2022-02-13 13:38:38,0,108.255.80.209,100,570,1,2022-02-13 13:38:38,R_3k7mC5SPI25B8Sz,,,,,29.9199981689453125,-95.5612030029296875,anonymous,EN,A26Z6YJAINSJ43,"A card game with my brothers. Some of them had traps up their sleeves. ",,5,2,My younger brother hid some cards up his sleeve.,5,1,5,5,3,7,11,11,11,11,15,15,15,11,11,11,11,15,15,5,5,1,5,34,1,3,2,,A26Z6YJAINSJ43,competitive
2022-02-13 13:33:21,2022-02-13 13:38:38,0,136.226.72.165,100,317,1,2022-02-13 13:38:38,R_XRs60MNmj28zCAV,,,,,42.33880615234375,-71.072601318359375,anonymous,EN,A2DSTUFMI83TM1,"At work, there was a sales contest with a cash bonus to whoever sold the most phones in a month. All of the sales reps were being very aggressive and selfish, trying anything that they could think of in order to make a sale. Multiple people even broke company policies in order to try to maximize their sales. It was a very high pressure month for everyone involved.",,5,4,"They would cold call customers, which was not allowed, and some even gave away accessories for free in order to get customers to agree to make a purchase.",5,1,4,4,6,5,12,11,11,11,14,14,15,12,11,12,12,15,14,4,4,1,4,48,1,1,3,,A2DSTUFMI83TM1,competitive
2022-02-13 13:30:18,2022-02-13 13:38:44,0,69.243.168.129,100,506,1,2022-02-13 13:38:45,R_d1puOFUl1kxpo2d,,,,,41.685302734375,-86.23290252685546875,anonymous,EN,ALMXTU647ULDU,I was a census taker. It was competitive in that the number of households completed on average was measured. A bonus was paid if a goal was met.,,2,2,They sought a goal and compared themselves to others in how effective they were. It was not a fierce contest like in sports but it was an ego boost if you excelled.,3,1,3,4,6,6,11,11,12,12,13,14,15,12,12,11,11,14,14,2,2,2,4,72,1,1,4,,ALMXTU647ULDU,competitive
2022-02-13 13:35:18,2022-02-13 13:38:53,0,75.68.123.209,100,214,1,2022-02-13 13:38:53,R_cGSm0HipuWwYQnL,,,,,42.412506103515625,-71.0034027099609375,anonymous,EN,A3PPMO2Z2B348J,I have worked as an independent contractor. One of the apps I use is Amazon Flex. It is always a competition to get work and at good rates.,,5,5,People cheat by using tappers to try and get work.,5,1,5,6,2,5,12,12,13,13,14,14,15,11,11,11,11,15,14,4,2,1,5,43,2,1,3,none,A3PPMO2Z2B348J,competitive
2022-02-13 13:29:40,2022-02-13 13:39:08,0,68.58.233.237,100,567,1,2022-02-13 13:39:08,R_1ptx1mQhatUBA4A,,,,,42.5579986572265625,-82.9980010986328125,anonymous,EN,A25XF7JNDKL995,,I was working at a food bank which delivers food to needy people.  I was part of a group of people from different organizations who helped assemble boxes of food for them to hand out.  All of us working together made a huge task get completed in a reasonable amount of time and with very few problems.,5,4,People volunteered to help and let the non-profit decide what task they would  be assigned to do.  The workers did not fight over tasks or cause problems in completing them.  They worked together to get the job done and were focused on the task and not on themselves.,1,4,3,3,5,6,11,11,11,11,13,15,15,11,11,11,11,15,14,1,1,1,5,61,2,1,5,,A25XF7JNDKL995,cooperative
2022-02-13 13:32:31,2022-02-13 13:39:19,0,24.33.94.197,100,407,1,2022-02-13 13:39:19,R_wKO5wwde1f8GwyB,,,,,41.041900634765625,-81.51779937744140625,anonymous,EN,AUZ3YWTVBISNH,,"I remember assisting my mother with a barbecue for some visiting family members. I was tasked with setting up the grill, setting up chairs and a table. It felt very good with the amount of assistance I could offer my mother on that busy day.",5,3,We had to set up some outdoor furniture and a charcoal grill for some guest.,1,4,1,2,4,4,12,12,11,12,13,13,15,12,12,12,12,14,14,1,1,2,4,33,1,2,3,Thank you!,AUZ3YWTVBISNH,cooperative
2022-02-13 13:32:39,2022-02-13 13:39:25,0,73.98.51.176,100,405,1,2022-02-13 13:39:25,R_2AN2tMoWEwSYg2o,,,,,35.13690185546875,-106.5198974609375,anonymous,EN,A1J6LV7NWDKV9N,"I was preparing to audition to become a jazzercise instructor.  I assumed that this was welcome.  However, I found that someone else, who had more contacts, was also working on this and it was assumed she would get the teaching position.",,4,2,"Her friend, who was an existing teacher, had access to all the materials ahead of time.  She coached her through the whole process.",3,1,2,5,5,6,11,12,11,11,13,14,15,11,11,11,12,15,13,2,2,3,4,37,2,1,4,,A1J6LV7NWDKV9N,competitive
2022-02-13 13:28:34,2022-02-13 13:39:26,0,70.141.182.94,100,651,1,2022-02-13 13:39:26,R_3D7aipc6E0c3FVx,,,,,29.8303985595703125,-95.37860107421875,anonymous,EN,ACGQSBJUW66F1,"I havent been in a situation at work were I had to be competitive myself. At work though, I did get to see two coworkers compete for a promotion. Things got dirty. ",,5,2,"They were trying to get their sales numbers up. They knew what the other person's numbers were. ",5,1,5,5,3,6,14,13,14,14,13,14,15,13,14,14,13,13,13,2,3,3,4,27,1,3,3,,ACGQSBJUW66F1,competitive
2022-02-13 13:35:50,2022-02-13 13:39:50,0,73.72.110.185,100,240,1,2022-02-13 13:39:51,R_3svLMkUxMn6Zho7,,,,,42.1844940185546875,-88.32659912109375,anonymous,EN,A2JWLVC0INEOFJ,"i meet worst people me ignore it ",,4,4,good,3,1,6,6,6,6,15,15,15,15,14,14,15,15,15,15,15,15,15,5,5,5,5,35,1,1,4,,A2JWLVC0INEOFJ,competitive
2022-02-13 13:34:36,2022-02-13 13:40:06,0,174.49.223.17,100,330,1,2022-02-13 13:40:06,R_1kOAfsQI2yji6Xy,,,,,39.9517059326171875,-76.70639801025390625,anonymous,EN,AAHR82X0Q8MSK,,"When me and my boyfriend cooked Christmas dinner for the family with all the kids. we had such a good time laughing and singing and oh wow..just thinking about it makes me smile. all laughter and good memories
",5,5,Well two of my boyfriends daughters are older and dont really get along but you could see them putting their attitudes to the side for him and their little sisters and brothers(our children) it was really nice to see everyone just getting along in general,1,4,3,5,5,7,11,11,11,11,15,15,15,11,11,11,11,15,15,1,1,1,5,38,2,2,3,none,AAHR82X0Q8MSK,cooperative
2022-02-13 13:28:49,2022-02-13 13:40:14,0,70.163.192.140,100,685,1,2022-02-13 13:40:14,R_1oo4IFRRIo2Iw1s,,,,,33.6096038818359375,-112.3253021240234375,anonymous,EN,A13ZMMHQFG93RV,,My son and his wife and our grandchild were going to make a two hour drive to our house for a visit. This was at a very uncomfortable time during COVID and I have some health issues where being exposed would be very dangerous. My son and his wife could not find tests in their location and agreed to make the drive all the way up here and be tested outside of our house with tests that we had. They were outside for about 20 minutes and I was watching them out of the window while they tested each one of them and our grandbaby. All was good and we had a wonderful visit. That is cooperation to me.,5,5,"I feel that they really cooperated in protecting us because if one of them tested positive, the visit could not happen and they would have wasted the time to drive up here and drive back to their home for nothing.",1,4,2,2,6,7,12,12,12,12,13,15,15,12,12,12,12,14,13,3,3,2,5,67,2,1,3,,A13ZMMHQFG93RV,cooperative
2022-02-13 13:36:27,2022-02-13 13:40:32,0,76.171.171.69,100,245,1,2022-02-13 13:40:33,R_3PiTu6ELNI4T3VC,,,,,33.3683013916015625,-117.23329925537109375,anonymous,EN,A1VOALLJN5TM1C,,"I was working on a work project has a project manager for a core conversion. This project all departments to work and collaborate together in ways they have never done so. I would manager and disagreements and help come to solutions that worked for all. ",5,5,"Collaborate together on system changes and how they would impact each other, often compromising on a solution. ",2,4,5,5,3,6,11,11,11,11,15,15,15,11,11,12,11,15,15,2,2,1,5,43,1,1,5,,A1VOALLJN5TM1C,cooperative
2022-02-13 13:36:05,2022-02-13 13:40:38,0,70.176.123.14,100,273,1,2022-02-13 13:40:38,R_215mwhDMMN30vEg,,,,,31.5402069091796875,-110.266998291015625,anonymous,EN,AISWUAA9RBNJG,,"In the past 12 months, I worked as a customer service rep for a company that was experiencing a high work load. A lot of other CSR's were quitting due to low wages in the job, and the rest of us had to pick up the slack. It took a ton of communication and coordination with the team, as well as overtime to catch back up on work.",5,4,The team would have daily morning meetings to discuss everyone's goals for the day and how team members could assist each other if we had completed our work early.,1,4,5,6,5,6,12,11,11,12,14,14,15,12,11,11,12,15,14,3,2,1,5,22,2,1,4,,AISWUAA9RBNJG,cooperative
2022-02-13 13:31:25,2022-02-13 13:40:39,0,71.251.236.99,100,553,1,2022-02-13 13:40:40,R_2tyTX0IgDO9vEUB,,,,,37.4611968994140625,-77.39499664306640625,anonymous,EN,A3I116W4IY1UY7,"The most competitive situation that I've been in in the past 12 months was when I was auditioning for a play at a local professional theater in town. The nature of the audition process is inherently competitive, but this play was very popular so there were people there that don't usually audition for things and were very nervous which generally reveals our insecurities in interesting ways. Some people that I knew in the past were there but acting differently towards me, some who were talkative towards me in the past weren't, some behaved differently in other ways. The number of roles was limited so there was that kind of killer instinct energy in the room and even made my usually garrulous self withdraw and focus on the audition pieces we had to prepare as opposed to being my normal friendly self. Being that this was one of the first plays being produced by the theater post COVID didn't help as people were rusty from not auditioning and trying to reintroduce/prove themselves to the auditioners.",,4,2,"They weren't necessarily shredding people's audition sides or anything, but it was just a general air of people trying to be very professional and ""on their game"" which manifested itself into a very competitive vibe in the room. It was more an energy thing than actionable things, so it's hard to explain. But it was definitely felt by me who even pre pandemic is always chatty and less stressed than most, I could feel the difference in the room. ",4,1,5,3,6,6,12,11,12,11,15,15,15,11,11,12,12,14,15,2,2,1,5,36,1,2,4,,A3I116W4IY1UY7,competitive
2022-02-13 13:36:00,2022-02-13 13:40:42,0,76.224.211.229,100,282,1,2022-02-13 13:40:42,R_3pmeyCJr4HevXJD,,,,,39.957305908203125,-86.27700042724609375,anonymous,EN,AUD00RI8TJCOC,,"We had all available people in the area called into the office to help clean up after a major IT issue wiped some of our stuff. No one wanted to be there, or redo a bunch of work, but people brought food and it wasn't too bad once we got everything taken care of. ",5,4,"People brought food for each other, supported and encouraged each other, we all worked together to fix things before the end of the weekend. ",1,4,5,5,4,6,12,12,12,12,14,14,15,12,12,12,13,14,14,3,3,2,4,24,1,1,4,,AUD00RI8TJCOC,cooperative
2022-02-13 13:35:21,2022-02-13 13:40:49,0,98.151.8.170,100,327,1,2022-02-13 13:40:49,R_1QE4tUmMsQzTP4R,,,,,21.3907928466796875,-157.933197021484375,anonymous,EN,A3B84NGQT7Z9WE,,During pandemic many of the departments at my work place had to cooperate and work together in order for us to get the job done.  There were quite a few absentees and management was slow in getting replacements.  It was a stressful time however we were able to get the job done.,5,4,"Since we were short handed across various departments, many had to do work that they would normally not do.",5,4,3,3,5,6,12,13,11,11,13,14,15,12,11,12,12,14,14,2,2,2,4,58,1,4,4,,A3B84NGQT7Z9WE,cooperative
2022-02-13 13:34:20,2022-02-13 13:41:02,0,65.27.165.43,100,401,1,2022-02-13 13:41:02,R_zZ4RiGa0GcZEruN,,,,,41.2306976318359375,-80.4539031982421875,anonymous,EN,A1JV2S5C8QHD1B,,"Recently, I did a charity event to gather valentines for people in nursing homes. Everyone worked together to gather different items, get things together, put the packages together and then deliver them.  We all sat together around a table and made sure every care package had each item, hand wrote out cards for people and did all kinds of things like that. It was nice to work together with people and have a common goal and just do something uplifting and fun for others.",5,5,"They helped to find, purchase and pack care packages that were then delivered (by the same group) to their family.",1,4,5,5,3,7,12,12,11,11,13,15,15,11,11,11,12,15,15,2,2,2,5,43,1,1,2,,A1JV2S5C8QHD1B,cooperative
2022-02-13 13:34:54,2022-02-13 13:41:04,0,71.38.208.220,100,370,1,2022-02-13 13:41:05,R_12yUvKuRb0XWaI1,,,,,36.172393798828125,-115.0677032470703125,anonymous,EN,A3TPE32BVU8H3Q,"At work we had a a stats challenge for different categories and we're rewarded with a bonus when the challenge ended for 1st, 2nd and 3rd place. It didn't seem to make a difference in how we interacted. We all still helped one another when needed and made sure overall our team was doing great.",,5,4,"People would talk about how great their stats we're for the day and talk about how they plan on winning, but that was it. ",2,1,4,5,5,6,13,11,12,11,13,14,15,11,12,12,12,15,14,4,4,1,5,28,2,2,3,,A3TPE32BVU8H3Q,competitive
2022-02-13 13:39:04,2022-02-13 13:41:06,0,136.152.41.161,100,121,1,2022-02-13 13:41:06,R_2RQRoGOP6xGIV1i,,,,,37.890594482421875,-122.2935943603515625,anonymous,EN,AKDZG54PT6YZ4,I had a competition at work to get a promotion and I wanted higher pay for essentially the same job. It causes a lot of tension at work between coworkers.,,4,4,People would go out of their way to make themselves look better.,4,1,5,5,5,5,12,12,12,12,12,14,15,13,13,13,13,13,13,2,2,2,4,28,4,8,4,,AKDZG54PT6YZ4,competitive
2022-02-13 13:37:34,2022-02-13 13:41:25,0,174.84.243.103,100,230,1,2022-02-13 13:41:25,R_2YrkLssPjrjBWSd,,,,,44.7602996826171875,-85.6179962158203125,anonymous,EN,A60NQZ1KE5U8T,,"We had a meeting for fixing a road. It seemed like everyone was thinking the same solutions and in agreement. ",5,1,"People gave their ideas for repairs and upgrades and others offered real solutions or contacts to get the solutions. It was very collaborative. ",1,4,3,5,2,5,11,11,11,11,13,14,15,11,11,11,11,15,14,4,3,4,2,52,1,1,4,,A60NQZ1KE5U8T,cooperative
2022-02-13 13:33:30,2022-02-13 13:41:27,0,71.82.54.236,100,476,1,2022-02-13 13:41:27,R_1BY3DZ12jFyCrUa,,,,,43.582000732421875,-83.8730010986328125,anonymous,EN,A3MYPYBVHX7FQ2,,"I took part in a festival, at a park, to promote and raise money for a local charity. We all worked together, throughout the day, to provide activities and food. The people who came to the festival all contributed to the organization and we all came together to have a really good day.",5,5,"We brought supplies and food, based on a list that had been generated ahead of time. We each took on jobs to make sure that everything was set up, on time. We worked together to be sure that everyone was getting what they needed. We worked together at the end of the day, to get everything disassembled and cleaned up.",1,4,2,2,4,7,12,12,12,12,13,15,15,12,11,12,12,15,14,2,2,2,5,51,1,1,3,,A3MYPYBVHX7FQ2,cooperative
2022-02-13 13:37:36,2022-02-13 13:41:29,0,23.251.22.45,100,232,1,2022-02-13 13:41:29,R_uac1i2lOO1gkWbv,,,,,39.628204345703125,-89.02829742431640625,anonymous,EN,A1Y6V0OVEUTE8S,"The last Christmas market I did felt competitive. We all wanted to sell more than the others. Everyone was comparing what they had made. ",,5,4,"We all wanted to know if we made more money than the others. ",4,1,4,4,3,6,12,11,12,12,13,14,15,11,11,11,12,14,14,2,2,2,4,39,2,1,2,,A1Y6V0OVEUTE8S,competitive
2022-02-13 13:37:29,2022-02-13 13:41:46,0,107.140.135.85,100,257,1,2022-02-13 13:41:46,R_1otlpx8wrJbhGzr,,,,,35.1045989990234375,-81.216796875,anonymous,EN,A2PPALZJJLNM2E,,I was new at the work and team members helped me initially.,5,4,They made me feel comfortable.,1,6,4,5,7,6,11,12,11,13,13,15,15,11,11,11,12,15,15,1,1,1,5,37,2,5,4,,A2PPALZJJLNM2E,cooperative
2022-02-13 13:32:25,2022-02-13 13:41:49,0,50.109.82.28,100,564,1,2022-02-13 13:41:50,R_25Hm9KaU2BP4JkG,,,,,40.5092926025390625,-88.98439788818359375,anonymous,EN,A307K1CZXGBN4L,,I was part of a team working on designing a piece of equipment on a very tight timetable.  It required collaboration between multiple disciplines.,3,2,Worked together as a design team.  Different team members had different tasks but the end result was the finished piece of equipment.,2,4,3,4,5,6,11,12,12,11,13,14,15,11,12,13,12,14,13,1,2,2,4,51,1,1,5,,A307K1CZXGBN4L,cooperative
2022-02-13 13:34:25,2022-02-13 13:42:26,0,47.216.249.6,100,480,1,2022-02-13 13:42:27,R_ClxTAfRucAO4tTH,,,,,33.61419677734375,-114.5973968505859375,anonymous,EN,A2YRU381D269NA,I made the mistake of telling a friend about a new job opportunity that was coming up for me. I then find out that this friend went behind my back and applied for the same job. He had more experience than me and got the position. He and I are no longer friends.,,4,4,A so-called friend went behind my back and stole my new job.,5,1,4,5,3,5,12,11,11,12,14,13,15,11,12,12,12,14,13,2,2,2,2,62,1,1,3,,A2YRU381D269NA,competitive
2022-02-13 13:36:22,2022-02-13 13:42:29,0,97.85.193.191,100,367,1,2022-02-13 13:42:30,R_qPFX6Phn8eJy4IV,,,,,39.70379638671875,-91.38410186767578125,anonymous,EN,A1OKFYVJTEK4BI,,The community group I belong to supports our local YMCA.  As a fundraiser we hold a Mud Volleyball event every year around the 4th of July holiday.  It takes a lot of cooperative work and effort to make this 4-day tournament a success.,5,5,"We were cooperative by working on different committees, working on different work shifts, and dividing up the labor and tasks.",1,4,2,2,6,7,11,11,11,11,15,15,15,11,11,11,12,15,15,3,3,1,5,64,1,1,5,,A1OKFYVJTEK4BI,cooperative
2022-02-13 13:38:09,2022-02-13 13:42:44,0,50.4.235.146,100,274,1,2022-02-13 13:42:44,R_3IQWOHQz3Le1Oah,,,,,40.1103973388671875,-83.11309814453125,anonymous,EN,A2XGBFVDT0WQBY,I was applying for a new position at the company I work for which would be a promotion.  I found out during the process that the husband of one of my coworkers I'm super close to also applied for the same position.,,5,4,"There was only one opening, so we both were applying for / competing for the same position.",3,1,5,6,5,6,11,12,12,12,14,14,15,12,12,12,13,14,14,4,2,4,4,33,2,1,5,,A2XGBFVDT0WQBY,competitive
2022-02-13 13:39:01,2022-02-13 13:43:03,0,173.53.69.134,100,242,1,2022-02-13 13:43:04,R_cVb5S16NfXaQYHT,,,,,37.563507080078125,-77.48380279541015625,anonymous,EN,A31ZLT6OHU6CRY,,"We recently finalized our 2022 budget at work. I’m the head finance member of the team but this effort required input and help from colleagues in every department of the company. It was a pretty collaborative project that required constant communication. ",5,4,"Everyone worked together to get the budget done in time. Some people helped with the actual work while others answered questions and provided feedback. ",1,4,3,4,5,5,11,11,11,12,12,14,15,11,12,11,12,15,14,3,2,2,4,30,1,1,4,"No comments. ",A31ZLT6OHU6CRY,cooperative
2022-02-13 13:38:00,2022-02-13 13:43:11,0,75.177.130.119,100,310,1,2022-02-13 13:43:11,R_2aftGNYjSWVPoS7,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,A2NH4DSOLI6VRR,,"This summer my mother passed away. All of the family worked together to make sure she had a nice funeral . The people from her church pitched in and provided food and support ",5,4,People agreed on what clothes to dress my mother. They helped pick out the flower arrangements. They helped with the timing of the funeral.,1,4,3,3,5,5,12,12,11,12,13,14,15,12,12,12,13,14,14,2,2,3,4,52,1,1,3,,A2NH4DSOLI6VRR,cooperative
2022-02-13 13:40:04,2022-02-13 13:43:21,0,98.19.63.46,100,196,1,2022-02-13 13:43:21,R_3MoLyB3jQIndaqq,,,,,41.2093048095703125,-96.61409759521484375,anonymous,EN,A37V5N3G0UICKO,,"I haven't done anything like this in the last 12 months. My job and social life primarily has me working on projects on my own. ",4,2,"I have nothing to contribute here. ",3,4,2,3,5,4,12,12,11,12,15,14,15,13,11,11,11,14,14,3,2,3,4,27,1,1,6,,A37V5N3G0UICKO,cooperative
2022-02-13 13:39:08,2022-02-13 13:43:24,0,100.12.39.95,100,255,1,2022-02-13 13:43:25,R_aWRTEVKxmP1QKI1,,,,,40.660003662109375,-73.83899688720703125,anonymous,EN,AKKREGUY1BOQY,,"Two weeks ago, my closet's sliding door component somehow got loose and went out. It was extremely difficult to put it back in. My cousins and I worked together for 30 minutes and figured out how to put it back into the closet. It was all about trust and cooperation because there was only room for one person to stand in front and put it, while another person sees how close it is to fitting.",4,4,I needed my cousin to use my phone to film the top to see how close I was to putting it and what was stopping me from being able to get it in.,1,4,7,5,2,5,13,13,11,12,13,13,15,12,12,12,12,13,13,2,3,3,3,22,1,4,4,,AKKREGUY1BOQY,cooperative
