"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","entered_mTurkID","CWVopen","questioneasy","thinkeasy","behaveopen","howact","whatwrite","CWV_1","CWV_6","CWV_10","CWV_5","harshlanguage","showdisgust","aggressivegestures","actintimidate","apologize","actnice","attencheck_1","readyupset","actcold","threats","blame","polite","showconcern","self_dominant","self_forceful","self_cold","self_warm","age","gender","race","education","comments","workerId","condition","CWV","bell_behav","warm_behav","self_bell","cat_selfbell","comprehension"
"2022-02-13 13:34:36","2022-02-13 13:40:06",0,"174.49.223.17",100,330,1,"2022-02-13 13:40:06","R_1kOAfsQI2yji6Xy","","","","",39.9517059326172,-76.7063980102539,"anonymous","EN","AAHR82X0Q8MSK","When me and my boyfriend cooked Christmas dinner for the family with all the kids. we had such a good time laughing and singing and oh wow..just thinking about it makes me smile. all laughter and good memories
",5,5,"Well two of my boyfriends daughters are older and dont really get along but you could see them putting their attitudes to the side for him and their little sisters and brothers(our children) it was really nice to see everyone just getting along in general",1,4,3,5,5,7,1,1,1,1,5,5,5,1,1,1,1,5,5,1,1,1,5,38,2,2,3,"none","AAHR82X0Q8MSK",0,3,1,5,1,"low",1
"2022-02-13 13:28:49","2022-02-13 13:40:14",0,"70.163.192.140",100,685,1,"2022-02-13 13:40:14","R_1oo4IFRRIo2Iw1s","","","","",33.6096038818359,-112.325302124023,"anonymous","EN","A13ZMMHQFG93RV","My son and his wife and our grandchild were going to make a two hour drive to our house for a visit. This was at a very uncomfortable time during COVID and I have some health issues where being exposed would be very dangerous. My son and his wife could not find tests in their location and agreed to make the drive all the way up here and be tested outside of our house with tests that we had. They were outside for about 20 minutes and I was watching them out of the window while they tested each one of them and our grandbaby. All was good and we had a wonderful visit. That is cooperation to me.",5,5,"I feel that they really cooperated in protecting us because if one of them tested positive, the visit could not happen and they would have wasted the time to drive up here and drive back to their home for nothing.",1,4,2,2,6,7,2,2,2,2,3,5,5,2,2,2,2,4,3,3,3,2,5,67,2,1,3,"","A13ZMMHQFG93RV",0,1.75,2,3.75,2.25,"med",1
"2022-02-13 13:36:27","2022-02-13 13:40:32",0,"76.171.171.69",100,245,1,"2022-02-13 13:40:33","R_3PiTu6ELNI4T3VC","","","","",33.3683013916016,-117.233299255371,"anonymous","EN","A1VOALLJN5TM1C","I was working on a work project has a project manager for a core conversion. This project all departments to work and collaborate together in ways they have never done so. I would manager and disagreements and help come to solutions that worked for all. ",5,5,"Collaborate together on system changes and how they would impact each other, often compromising on a solution. ",2,4,5,5,3,6,1,1,1,1,5,5,5,1,1,2,1,5,5,2,2,1,5,43,1,1,5,"","A1VOALLJN5TM1C",0,4.25,1.125,5,1.5,"med",1
"2022-02-13 13:36:05","2022-02-13 13:40:38",0,"70.176.123.14",100,273,1,"2022-02-13 13:40:38","R_215mwhDMMN30vEg","","","","",31.5402069091797,-110.266998291016,"anonymous","EN","AISWUAA9RBNJG","In the past 12 months, I worked as a customer service rep for a company that was experiencing a high work load. A lot of other CSR's were quitting due to low wages in the job, and the rest of us had to pick up the slack. It took a ton of communication and coordination with the team, as well as overtime to catch back up on work.",5,4,"The team would have daily morning meetings to discuss everyone's goals for the day and how team members could assist each other if we had completed our work early.",1,4,5,6,5,6,2,1,1,2,4,4,5,2,1,1,2,5,4,3,2,1,5,22,2,1,4,"","AISWUAA9RBNJG",0,4,1.5,4.25,1.75,"med",1
"2022-02-13 13:31:25","2022-02-13 13:40:39",0,"71.251.236.99",100,553,1,"2022-02-13 13:40:40","R_2tyTX0IgDO9vEUB","","","","",37.4611968994141,-77.3949966430664,"anonymous","EN","A3I116W4IY1UY7","The most competitive situation that I've been in in the past 12 months was when I was auditioning for a play at a local professional theater in town. The nature of the audition process is inherently competitive, but this play was very popular so there were people there that don't usually audition for things and were very nervous which generally reveals our insecurities in interesting ways. Some people that I knew in the past were there but acting differently towards me, some who were talkative towards me in the past weren't, some behaved differently in other ways. The number of roles was limited so there was that kind of killer instinct energy in the room and even made my usually garrulous self withdraw and focus on the audition pieces we had to prepare as opposed to being my normal friendly self. Being that this was one of the first plays being produced by the theater post COVID didn't help as people were rusty from not auditioning and trying to reintroduce/prove themselves to the auditioners.",4,2,"They weren't necessarily shredding people's audition sides or anything, but it was just a general air of people trying to be very professional and ""on their game"" which manifested itself into a very competitive vibe in the room. It was more an energy thing than actionable things, so it's hard to explain. But it was definitely felt by me who even pre pandemic is always chatty and less stressed than most, I could feel the difference in the room. ",4,1,5,3,6,6,2,1,2,1,5,5,5,1,1,2,2,4,5,2,2,1,5,36,1,2,4,"","A3I116W4IY1UY7",1,3,1.5,4.75,1.5,"med",1
"2022-02-13 13:36:00","2022-02-13 13:40:42",0,"76.224.211.229",100,282,1,"2022-02-13 13:40:42","R_3pmeyCJr4HevXJD","","","","",39.9573059082031,-86.2770004272461,"anonymous","EN","AUD00RI8TJCOC","We had all available people in the area called into the office to help clean up after a major IT issue wiped some of our stuff. No one wanted to be there, or redo a bunch of work, but people brought food and it wasn't too bad once we got everything taken care of. ",5,4,"People brought food for each other, supported and encouraged each other, we all worked together to fix things before the end of the weekend. ",1,4,5,5,4,6,2,2,2,2,4,4,5,2,2,2,3,4,4,3,3,2,4,24,1,1,4,"","AUD00RI8TJCOC",0,4,2.125,4,2.5,"med",1
"2022-02-13 13:34:20","2022-02-13 13:41:02",0,"65.27.165.43",100,401,1,"2022-02-13 13:41:02","R_zZ4RiGa0GcZEruN","","","","",41.2306976318359,-80.4539031982422,"anonymous","EN","A1JV2S5C8QHD1B","Recently, I did a charity event to gather valentines for people in nursing homes. Everyone worked together to gather different items, get things together, put the packages together and then deliver them.  We all sat together around a table and made sure every care package had each item, hand wrote out cards for people and did all kinds of things like that. It was nice to work together with people and have a common goal and just do something uplifting and fun for others.",5,5,"They helped to find, purchase and pack care packages that were then delivered (by the same group) to their family.",1,4,5,5,3,7,2,2,1,1,3,5,5,1,1,1,2,5,5,2,2,2,5,43,1,1,2,"","A1JV2S5C8QHD1B",0,4,1.375,4.5,1.75,"med",1
"2022-02-13 13:39:04","2022-02-13 13:41:06",0,"136.152.41.161",100,121,1,"2022-02-13 13:41:06","R_2RQRoGOP6xGIV1i","","","","",37.8905944824219,-122.293594360352,"anonymous","EN","AKDZG54PT6YZ4","I had a competition at work to get a promotion and I wanted higher pay for essentially the same job. It causes a lot of tension at work between coworkers.",4,4,"People would go out of their way to make themselves look better.",4,1,5,5,5,5,2,2,2,2,2,4,5,3,3,3,3,3,3,2,2,2,4,28,4,8,4,"","AKDZG54PT6YZ4",1,4,2.5,3,2,"med",1
"2022-02-13 13:37:34","2022-02-13 13:41:25",0,"174.84.243.103",100,230,1,"2022-02-13 13:41:25","R_2YrkLssPjrjBWSd","","","","",44.7602996826172,-85.6179962158203,"anonymous","EN","A60NQZ1KE5U8T","We had a meeting for fixing a road. It seemed like everyone was thinking the same solutions and in agreement. ",5,1,"People gave their ideas for repairs and upgrades and others offered real solutions or contacts to get the solutions. It was very collaborative. ",1,4,3,5,2,5,1,1,1,1,3,4,5,1,1,1,1,5,4,4,3,4,2,52,1,1,4,"","A60NQZ1KE5U8T",0,4.25,1,4,3.75,"high",0
"2022-02-13 13:33:30","2022-02-13 13:41:27",0,"71.82.54.236",100,476,1,"2022-02-13 13:41:27","R_1BY3DZ12jFyCrUa","","","","",43.5820007324219,-83.8730010986328,"anonymous","EN","A3MYPYBVHX7FQ2","I took part in a festival, at a park, to promote and raise money for a local charity. We all worked together, throughout the day, to provide activities and food. The people who came to the festival all contributed to the organization and we all came together to have a really good day.",5,5,"We brought supplies and food, based on a list that had been generated ahead of time. We each took on jobs to make sure that everything was set up, on time. We worked together to be sure that everyone was getting what they needed. We worked together at the end of the day, to get everything disassembled and cleaned up.",1,4,2,2,4,7,2,2,2,2,3,5,5,2,1,2,2,5,4,2,2,2,5,51,1,1,3,"","A3MYPYBVHX7FQ2",0,2.25,1.875,4.25,1.75,"med",1
"2022-02-13 13:37:36","2022-02-13 13:41:29",0,"23.251.22.45",100,232,1,"2022-02-13 13:41:29","R_uac1i2lOO1gkWbv","","","","",39.6282043457031,-89.0282974243164,"anonymous","EN","A1Y6V0OVEUTE8S","The last Christmas market I did felt competitive. We all wanted to sell more than the others. Everyone was comparing what they had made. ",5,4,"We all wanted to know if we made more money than the others. ",4,1,4,4,3,6,2,1,2,2,3,4,5,1,1,1,2,4,4,2,2,2,4,39,2,1,2,"","A1Y6V0OVEUTE8S",1,3.75,1.5,3.75,2,"med",1
"2022-02-13 13:37:29","2022-02-13 13:41:46",0,"107.140.135.85",100,257,1,"2022-02-13 13:41:46","R_1otlpx8wrJbhGzr","","","","",35.1045989990234,-81.216796875,"anonymous","EN","A2PPALZJJLNM2E","I was new at the work and team members helped me initially.",5,4,"They made me feel comfortable.",1,6,4,5,7,6,1,2,1,3,3,5,5,1,1,1,2,5,5,1,1,1,5,37,2,5,4,"","A2PPALZJJLNM2E",0,3,1.5,4.5,1,"low",1
"2022-02-13 13:32:25","2022-02-13 13:41:49",0,"50.109.82.28",100,564,1,"2022-02-13 13:41:50","R_25Hm9KaU2BP4JkG","","","","",40.5092926025391,-88.9843978881836,"anonymous","EN","A307K1CZXGBN4L","I was part of a team working on designing a piece of equipment on a very tight timetable.  It required collaboration between multiple disciplines.",3,2,"Worked together as a design team.  Different team members had different tasks but the end result was the finished piece of equipment.",2,4,3,4,5,6,1,2,2,1,3,4,5,1,2,3,2,4,3,1,2,2,4,51,1,1,5,"","A307K1CZXGBN4L",0,3,1.75,3.5,1.75,"med",1
"2022-02-13 13:34:25","2022-02-13 13:42:26",0,"47.216.249.6",100,480,1,"2022-02-13 13:42:27","R_ClxTAfRucAO4tTH","","","","",33.6141967773438,-114.597396850586,"anonymous","EN","A2YRU381D269NA","I made the mistake of telling a friend about a new job opportunity that was coming up for me. I then find out that this friend went behind my back and applied for the same job. He had more experience than me and got the position. He and I are no longer friends.",4,4,"A so-called friend went behind my back and stole my new job.",5,1,4,5,3,5,2,1,1,2,4,3,5,1,2,2,2,4,3,2,2,2,2,62,1,1,3,"","A2YRU381D269NA",1,4.25,1.625,3.5,2.5,"med",1
"2022-02-13 13:36:22","2022-02-13 13:42:29",0,"97.85.193.191",100,367,1,"2022-02-13 13:42:30","R_qPFX6Phn8eJy4IV","","","","",39.7037963867188,-91.3841018676758,"anonymous","EN","A1OKFYVJTEK4BI","The community group I belong to supports our local YMCA.  As a fundraiser we hold a Mud Volleyball event every year around the 4th of July holiday.  It takes a lot of cooperative work and effort to make this 4-day tournament a success.",5,5,"We were cooperative by working on different committees, working on different work shifts, and dividing up the labor and tasks.",1,4,2,2,6,7,1,1,1,1,5,5,5,1,1,1,2,5,5,3,3,1,5,64,1,1,5,"","A1OKFYVJTEK4BI",0,1.75,1.125,5,2,"med",1
"2022-02-13 13:39:01","2022-02-13 13:43:03",0,"173.53.69.134",100,242,1,"2022-02-13 13:43:04","R_cVb5S16NfXaQYHT","","","","",37.5635070800781,-77.4838027954102,"anonymous","EN","A31ZLT6OHU6CRY","We recently finalized our 2022 budget at work. I’m the head finance member of the team but this effort required input and help from colleagues in every department of the company. It was a pretty collaborative project that required constant communication. ",5,4,"Everyone worked together to get the budget done in time. Some people helped with the actual work while others answered questions and provided feedback. ",1,4,3,4,5,5,1,1,1,2,2,4,5,1,2,1,2,5,4,3,2,2,4,30,1,1,4,"No comments. ","A31ZLT6OHU6CRY",0,3.25,1.375,3.75,2.25,"med",1
"2022-02-13 13:38:00","2022-02-13 13:43:11",0,"75.177.130.119",100,310,1,"2022-02-13 13:43:11","R_2aftGNYjSWVPoS7","","","","",35.7178039550781,-78.8427963256836,"anonymous","EN","A2NH4DSOLI6VRR","This summer my mother passed away. All of the family worked together to make sure she had a nice funeral . The people from her church pitched in and provided food and support ",5,4,"People agreed on what clothes to dress my mother. They helped pick out the flower arrangements. They helped with the timing of the funeral.",1,4,3,3,5,5,2,2,1,2,3,4,5,2,2,2,3,4,4,2,2,3,4,52,1,1,3,"","A2NH4DSOLI6VRR",0,3,2,3.75,2.25,"med",1
"2022-02-13 13:39:08","2022-02-13 13:43:24",0,"100.12.39.95",100,255,1,"2022-02-13 13:43:25","R_aWRTEVKxmP1QKI1","","","","",40.6600036621094,-73.838996887207,"anonymous","EN","AKKREGUY1BOQY","Two weeks ago, my closet's sliding door component somehow got loose and went out. It was extremely difficult to put it back in. My cousins and I worked together for 30 minutes and figured out how to put it back into the closet. It was all about trust and cooperation because there was only room for one person to stand in front and put it, while another person sees how close it is to fitting.",4,4,"I needed my cousin to use my phone to film the top to see how close I was to putting it and what was stopping me from being able to get it in.",1,4,7,5,2,5,3,3,1,2,3,3,5,2,2,2,2,3,3,2,3,3,3,22,1,4,4,"","AKKREGUY1BOQY",0,5.25,2.125,3,2.75,"high",1
"2022-02-13 13:31:39","2022-02-13 13:43:36",0,"207.244.71.79",100,716,1,"2022-02-13 13:43:36","R_1IRw1Kumh9YEE83","","","","",39.6566009521484,-75.5661010742188,"anonymous","EN","A3IEFYBAJDK48K","I was in a competitive work space. The partners were competing on finances, roles among other things.",5,5,"They would not pay bills because they both felt the other needed to do so.",5,1,4,4,4,6,1,1,1,1,5,5,5,1,1,1,1,5,5,2,1,2,4,28,2,2,5,"","A3IEFYBAJDK48K",1,3.5,1,5,1.75,"med",1
"2022-02-13 13:40:48","2022-02-13 13:43:44",0,"67.247.137.9",100,175,1,"2022-02-13 13:43:44","R_Xj03nd9nZBIvU2J","","","","",44.6889953613281,-75.4811019897461,"anonymous","EN","A1SEGJ030C2VML","I remember when a group of us had to work overnight on Christmas.  We ganged together, kept a good attitude, and got the work done.",5,5,"Everyone kept a good attitude.  We knew as soon as we got our work done, we'd be able to go home.",1,4,7,7,1,4,5,5,5,5,4,5,5,5,5,5,5,2,3,5,5,5,1,35,2,1,2,"","A1SEGJ030C2VML",0,6.25,5,3.5,5,"high",1
"2022-02-13 13:40:11","2022-02-13 13:44:29",0,"71.161.75.28",100,257,1,"2022-02-13 13:44:29","R_yVyLGmhjV9yyONr","","","","",44.2205047607422,-72.2119979858398,"anonymous","EN","AAKV691LBCW7Z","The organization I have long been involved with held (as required by our by-laws) our every 2 year election for officers.  The race for Treasurer became incredibly heated between the long-time incumbent and a new person who engaged in an aggressive and negative campaign, attacking the incumbent personally. ",5,4,"They ran against each other in election.  One of the candidates engaged in very negative attacks on the other. ",5,1,2,2,6,7,2,1,1,1,3,4,5,1,1,2,1,5,4,2,2,2,5,63,1,3,4,"","AAKV691LBCW7Z",1,1.75,1.25,4,1.75,"med",1
"2022-02-13 13:42:03","2022-02-13 13:44:34",0,"50.50.112.176",100,150,1,"2022-02-13 13:44:34","R_3KDrXOMUiI1VGkN","","","","",43.5500030517578,-89.4738006591797,"anonymous","EN","A1QIH8DTVCY589","I was working on a planogram. It took me all day.",5,5,"They helped me find my missing products.
They helped me move shelves.",1,4,4,4,4,4,3,3,3,3,3,3,5,3,3,3,3,3,3,1,1,1,5,31,2,1,4,"","A1QIH8DTVCY589",0,4,3,3,1,"low",1
"2022-02-13 13:40:18","2022-02-13 13:44:47",0,"73.67.197.71",100,268,1,"2022-02-13 13:44:47","R_W0gyTOUs3xQz8zf","","","","",45.7855072021484,-122.690002441406,"anonymous","EN","A48EL0R0LJ9JL","I'm recalling a particular committee meeting where we all worked together exceptionally well and cooperatively with excellent results.",5,4,"People listened carefully to each other's thoughts about each application that we were judging. The opinions that were expressed were thoughtful and well reasoned. People were careful not to dominate the conversation or talk just to hear themselves talk.",1,4,4,3,5,6,1,1,1,2,4,4,5,1,1,1,1,4,4,4,3,2,4,62,2,1,6,"","A48EL0R0LJ9JL",0,3,1.125,4,2.75,"high",1
"2022-02-13 13:37:25","2022-02-13 13:44:48",0,"172.58.84.170",100,443,1,"2022-02-13 13:44:48","R_2t9iEPlYpqFdWaP","","","","",44.9833984375,-93.2621994018555,"anonymous","EN","A26L91YL0GDGD8","During a snowstorm my boyfriend and I were at a corner where people were literally at their cars that were buried in snow.  Everyone was helping each other dig out one and move on to the next.",5,5,"It was really cool, people were smiling and laughing.  The older people were grateful.",1,4,5,2,4,7,2,2,1,2,5,5,5,1,1,1,1,5,5,1,1,2,5,55,2,1,3,"","A26L91YL0GDGD8",0,3,1.375,5,1.25,"med",1
"2022-02-13 13:33:21","2022-02-13 13:45:07",0,"172.8.236.115",100,706,1,"2022-02-13 13:45:08","R_2BnfmrvJaepzcY5","","","","",37.9835968017578,-122.016296386719,"anonymous","EN","A30Y3Q0B3JJ4TM","There was a promotion at work where the person who opened the most checking accounts got a gift card. My fellow employees were ruthless and what I deemed to be way too aggressive to the point of being predatory towards my customers. It was very disturbing to witness.",5,4,"Employees aggressively tried to lure customers away from other employees.",5,1,6,5,2,3,2,2,2,2,3,3,5,2,2,2,3,3,3,2,2,2,4,57,2,1,3,"","A30Y3Q0B3JJ4TM",1,5.5,2.125,3,2,"med",1
"2022-02-13 13:40:51","2022-02-13 13:45:09",0,"73.244.48.228",100,258,1,"2022-02-13 13:45:10","R_1BQ4PDRO9o5yTsf","","","","",25.8153076171875,-80.3576965332031,"anonymous","EN","A2ZZPUA1HNTTCZ","The most competitive situation that I have been in the past year was playing fantasy football with my friends. We all want to be at the top of the league and are always looking for news and information that will give us an edge. We are very selfish and always try to choose the best available players without letting the other people to do so. There is also tons of trash talking and put downs throughout the course of the season.",5,5,"People made trades that improved their situation. People also withheld some information from others that they did not necessarily know at the time. This gave some people an unfair advantage over others.",5,1,6,6,5,5,2,3,3,3,5,3,5,3,3,3,3,4,4,2,2,3,3,32,1,4,6,"The study was clear and easy to understand.","A2ZZPUA1HNTTCZ",1,4.5,2.875,4,2.5,"med",1
"2022-02-13 13:36:08","2022-02-13 13:45:17",0,"71.33.158.119",100,549,1,"2022-02-13 13:45:17","R_2P7rT0tztfpk8KL","","","","",39.7628021240234,-105.026298522949,"anonymous","EN","A2X56NAG5KQB1X","Another group was trying to come up with something to show for a year of no results. The leader of that group outranked the leader of our group and they basically told us they were stealing our work and presenting as their own and to turn over our code. We stripped all comments out of our code and gave them a much older and less effective version, basically our pre-release version 1 code.",5,5,"People were stealing code from other groups or sabotaging their own code to hamper the other group.",5,1,5,5,5,4,3,3,3,2,2,4,5,2,2,1,2,3,4,1,1,2,3,44,1,1,4,"","A2X56NAG5KQB1X",1,4.25,2.25,3.25,1.75,"med",1
"2022-02-13 13:38:30","2022-02-13 13:45:19",0,"143.55.39.158",100,408,1,"2022-02-13 13:45:19","R_3nilA9lVTA2BTrd","","","","",32.9658050537109,-97.6865997314453,"anonymous","EN","A1URG4XSUU07AK","I was volunteering at a food bank this past summer and working towards a common goal with several other people. We worked hard to help each other out and accomplish our goals in a team-oriented way. There were no negative thoughts or actions, just positive attitudes.",5,5,"We helped unload trucks together in a cooperative manner. We also helped customers in need and if one of us was busy performing another task, another person jumped in to assist.",1,4,2,3,6,7,1,1,1,1,5,5,5,1,1,1,1,5,5,1,1,1,5,44,2,1,5,"","A1URG4XSUU07AK",0,2,1,5,1,"low",1
"2022-02-13 13:38:19","2022-02-13 13:45:36",0,"107.143.67.180",100,436,1,"2022-02-13 13:45:36","R_30q2GzDqwLEKdtb","","","","",39.9580993652344,-82.8068008422852,"anonymous","EN","A3F5A1881GCP67","I recently vacated a job I had held for 15 years. I believe I am the one who was jealous. While I like the person who is taking my place I had a difficult time letting go. I’m now a part time consultant for this company as I still guide my replacement. ",5,2,"The person was too eager to take over and prove their worth. Several changes that were attempted had to be stopped to learn our company",4,1,3,5,5,6,1,1,1,3,4,3,5,1,1,2,1,4,4,2,4,2,2,66,2,1,3,"","A3F5A1881GCP67",1,3.25,1.375,3.75,3,"high",1
"2022-02-13 13:33:54","2022-02-13 13:45:41",0,"50.89.45.163",100,707,1,"2022-02-13 13:45:42","R_1opCAUnF7uOgEoU","","","","",28.7115020751953,-81.5134963989258,"anonymous","EN","A4DP9QI2225WM","I do this every day at work.  I work alongside a team and with cooperation of doctors and nurses in order to get medicines approved by insurance companies.",4,5,"People exchanged and documented information in order to establish medical necessity of medications.  ",2,4,5,5,4,5,3,2,2,2,3,3,5,3,2,2,2,3,3,2,2,2,4,37,1,1,4,"","A4DP9QI2225WM",0,4.25,2.25,3,2,"med",1
"2022-02-13 13:37:10","2022-02-13 13:45:51",0,"35.133.200.163",100,521,1,"2022-02-13 13:45:51","R_3iR0eZKLDUpC86w","","","","",34.8645935058594,-82.0214996337891,"anonymous","EN","A1KAM5ZQ964VBE","Due to the pandemic, I found a few instances where people were attempting to hoard various household items.  In one situation, I was at the store, and a woman attempted to take an item out of my cart!  It was the last can of antibacterial spray on the shelf, and she wanted it.  I left the aisle very quickly after telling her she should ask a clerk if there was more in the back of the store.  She was not happy.",5,5,"The woman wanted that can of spray and was ready to do whatever it took to get it!  I left before the atmosphere could have gotten ugly.",5,1,4,5,5,7,1,1,1,1,5,4,5,2,1,1,2,5,4,2,3,1,4,68,2,1,5,"","A1KAM5ZQ964VBE",1,3.25,1.25,4.5,2,"med",1
"2022-02-13 13:41:06","2022-02-13 13:46:36",0,"173.73.155.62",100,330,1,"2022-02-13 13:46:37","R_2zMScI9Rnuovdie","","","","",38.8865051269531,-77.0911026000977,"anonymous","EN","AE298K1SUDSPK","My friends and I were playing darts and really going hard to win. there was some trash talking but we stayed cordial despite the harsh words being exchanged. Also a few disagreements about the rules since non of us are well versed in them.",4,4,"we were playing darts and it was competitive to win the games",4,1,5,5,3,4,2,2,2,2,3,3,5,3,2,2,3,3,3,3,2,4,3,35,1,1,4,"","AE298K1SUDSPK",1,4.75,2.25,3,3,"high",1
"2022-02-13 13:30:05","2022-02-13 13:46:42",0,"197.237.172.69",100,996,1,"2022-02-13 13:46:42","R_2962l0GVC4qk5ld","","","","",-1.28410339355469,36.8155059814453,"anonymous","EN","A2QP3HJBFY8MB5","We had a departmental sports day. I was chosen to lead the team to a 4X4 relay competing with other departments. The trick for us to win was to put the best person to start the run. in between we had to slot in less fit members and finally crown it again with a physically fit member. as a group we agreed and guess what... we emerged as the overall winners.",4,4,"1. Agreed on a game plan- this shows co-operation among the team
",1,4,4,6,4,7,1,1,1,3,4,5,5,1,1,1,1,5,5,4,3,1,5,55,2,2,4,"","A2QP3HJBFY8MB5",0,3.75,1.25,4.75,2.25,"med",1
"2022-02-13 13:36:37","2022-02-13 13:46:49",0,"136.37.164.54",100,612,1,"2022-02-13 13:46:50","R_TwqGdkkGqEilWLL","","","","",38.9523010253906,-94.739501953125,"anonymous","EN","A3MELYYGRJ61SX","I work as a manager and I want everyone to work together as a team. I want a cooperative atmosphere at work.",5,5,"They have separate assignments but will help each other prepare reports.",2,4,2,2,6,7,1,1,1,1,4,5,5,1,1,1,1,5,5,1,1,1,5,59,2,1,4,"","A3MELYYGRJ61SX",0,1.75,1,4.75,1,"low",1
"2022-02-13 13:42:56","2022-02-13 13:47:06",0,"73.84.127.135",100,250,1,"2022-02-13 13:47:07","R_2VPV6bhyUmijFaF","","","","",26.9349975585938,-80.1177978515625,"anonymous","EN","A10PF5EUAE8M8P","At work we pick who we think will win each week's NFL games and it gets very competitive.  No teamwork to it, it's all about individual glory.",5,2,"We want to make the most correct picks so that we can have bragging rights over other co-workers.",4,1,3,4,5,6,3,2,2,2,4,4,5,3,1,2,3,4,4,2,2,2,4,38,1,1,4,"","A10PF5EUAE8M8P",1,3,2.25,4,2,"med",1
"2022-02-13 13:38:13","2022-02-13 13:47:20",0,"67.233.90.52",100,546,1,"2022-02-13 13:47:20","R_1jrHa41FfAkV5gU","","","","",29.1051940917969,-82.0954971313477,"anonymous","EN","A1L8FGWN4ZSK0X","Our neighbor got on the wrong side of several board members on our HOA and they wanted to kick him off the board. To do so, the remaining board members initiated a campaign and spread rumors that my neighbor and myself were receiving special kickbacks in the form of ""special attention"" from the landscapers who serve the community. This was fabricated but served their purpose of creating an legal reason for kicking him off. They drug our reputations through the mud, just to get him off the board.",5,5,"Because our neighbor was a threat to their power, they lied in order to get their way and maintain their control.",5,1,5,5,4,7,1,1,1,2,4,4,5,1,1,1,2,5,5,1,2,1,5,60,2,1,4,"","A1L8FGWN4ZSK0X",1,3.75,1.25,4.5,1.25,"med",1
"2022-02-13 13:34:36","2022-02-13 13:47:34",0,"89.46.114.207",100,777,1,"2022-02-13 13:47:34","R_2AT3Opv7kZpRD68","","","","",34.0484924316406,-118.252899169922,"anonymous","EN","A1FHC4Z6QXDQSS","I haven't really been in any, I guess closest to this would be last summer around 6 months ago. They had an assistant manager position come up at work and 3 different co-workers wanted the position and remember a couple wanted it really bad and maybe felt a little competitive, they would kind of bad mouthed each other to me when I worked with them alone and felt like they should get it and the other person wasn't good enough,  but they end up hiring someone outside of the hotel for the position ",5,5,"they just would talk poorly about the other people who wanted the job and would talk about how much they wanted and should of the position how they deserved it the most",4,1,2,3,4,7,1,2,1,1,4,5,5,1,2,1,2,5,5,2,1,1,4,39,1,1,3,"","A1FHC4Z6QXDQSS",1,2.5,1.375,4.75,1.5,"med",1
"2022-02-13 13:42:48","2022-02-13 13:47:50",0,"99.106.116.30",100,301,1,"2022-02-13 13:47:50","R_30dwgaXru6SmtjA","","","","",29.7373046875,-95.3972015380859,"anonymous","EN","A1Z748HOKCNJ8X","the only thing I can think of is playing words with friends - they have a one on one game with strangers where you try to get to 150 points first. There is no manipulation or sabotage, just trying to win",5,2,"played a game on words with friends, the game resets every few days and there is a leaderboard so you can see where you are in relation to others",5,1,2,3,5,6,2,2,2,2,4,4,5,2,2,2,2,4,4,2,2,3,3,60,2,1,2,"","A1Z748HOKCNJ8X",1,2.5,2,4,2.5,"med",1
"2022-02-13 13:38:27","2022-02-13 13:48:29",0,"65.96.216.227",100,601,1,"2022-02-13 13:48:29","R_2BnUfYHdjEJev9P","","","","",42.2012939453125,-70.7543029785156,"anonymous","EN","ANNK11Y08X9LY","I was working on a work project last summer with a group of cross-functional team members, and we were trying to meet a big deadline.  There was one person who wasn't carrying their weight in the project, and a coworker and I were trying to finish up the work of the other person who wasn't doing their job.  My coworker and I worked very hard to make the deadline, both working very late nights.  My coworker, who I enjoy working with, was literally pulling all-nighters to get the work done, which I didn't as my sleep was too important to me.  They completed their part of the work before I did, making me feel pressured that I was supposed to also stay up all night to get the work done.",5,4,"Working to the point of staying up all night or only getting 1 hour of sleep for a several nights to get their part of the project done.",4,1,5,5,2,6,2,1,1,3,4,5,5,3,2,3,3,5,4,2,2,1,5,55,2,1,5,"thank you!","ANNK11Y08X9LY",1,4.5,2.25,4.5,1.5,"med",1
"2022-02-13 13:45:26","2022-02-13 13:48:35",0,"73.41.212.11",100,188,1,"2022-02-13 13:48:35","R_2aLCUB2HqMB4Shl","","","","",38.7608947753906,-121.286697387695,"anonymous","EN","A255TQAF514QL6","We were in a competition for fantasy football. People would unfairly take player so that other teams could not take them. Unfair trades were made between teams so they could split the pot if they won the league.",5,5,"People would unfairly grab players and release them causing a pause on when they could get picked up. This way, if a team needed a player, they could not pick up the released player until after sunday football games.",5,1,5,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,2,2,2,4,30,1,4,4,"","A255TQAF514QL6",1,5,3,3,2,"med",1
